text,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,sentiment
"According to his logic, how is he saying himself as Indian, when he goes to Oxford and say bad things about country. He should be traitor then. He himself is not Hindu, telling others about Hinduism.",3.0,1.0,2.0,1.0,4.0,Negative
Bjp is a very bad,2.0,3.0,2.0,2.0,4.0,Negative
Please translate in hindi  Mr pm  didn't understand.,3.0,3.0,3.0,4.0,2.0,Negative
Mr om Birla is not a great honourable speaker ofab,2.0,2.0,2.0,1.0,3.0,Negative
"Modi ji hindu play card kese khelte hai.
Ye mst dikha aj.

Rahul Gandhi bol rha h saf saf 
Bjp is not hindu
Modi is not hindu

Ye pm pure samaj ko lapet rha.

We...the  hindus ... Yes Narendra Modi you're not hindu
Bjp is not hindu.

Stop making people fool.",2.0,3.0,4.0,2.0,4.0,Negative
Bjp and RSS is not equal to all hindus. Fake religious propaganda won't work.,3.0,4.0,3.0,3.0,2.0,Negative
Rahul is trying to divide country with religious....Papu is very immature person in Lok sabha,2.0,2.0,4.0,2.0,3.0,Negative
Islam is not a good choice. It is terror.  Rahul all is not as u think,1.0,2.0,3.0,1.0,4.0,Negative
"Modi ur failure at all levels, people are facing lot of problems,",2.0,3.0,3.0,2.0,4.0,Negative
Look who is talking about Hindu and taking their stand. His entire family from the time of independence has just been anti-hindu and he is pointing fingures to others brainless and script reader,2.0,3.0,3.0,1.0,4.0,Negative
Very illogical statements given by Mr rahul gandhi... He should have studied the shiv puran before giving any statements like this..,2.0,5.0,2.0,2.0,3.0,Negative
Why and how Modi is a PM is simply beyond me .He is not fit to be a chaprasi,2.0,2.0,1.0,1.0,4.0,Negative
Discriminating hindus not exeptable must stop Rahul gandi he must apologise to all hindus,2.0,3.0,3.0,1.0,4.0,Negative
Rahul gandi discriminating hindu s not excceptable  he must apologise to all hindus in loksaba,,,,,,Negative
"Opponent party doesn't have any strong point.
Every time  they have only one topic to discuss i
e. RELIGION.

They have only irrelevant topic to discuss. Waste of time waste of money. Always lead into wrong direction.",2.0,4.0,2.0,1.0,4.0,Negative
Shame on those has hindu blood and vote for congress.,2.0,2.0,3.0,1.0,4.0,Negative
Rahul Gandhi rocked  Modi chaiwala shocked,3.0,3.0,4.0,2.0,4.0,Negative
This opposition illogical and destructive to nation,2.0,5.0,3.0,2.0,4.0,Negative
Very childish,2.0,2.0,3.0,2.0,4.0,Negative
Rahul gandhi is on fire.,3.0,4.0,3.0,4.0,3.0,Negative
Modi is like married women who play victim card by twisting words.,2.0,3.0,3.0,2.0,3.0,Negative
Most of the time he is not looking at the chair - this is insult to Parliament and constitution.,3.0,5.0,3.0,2.0,4.0,Negative
Rahul Gandhi Sir is right. BJP is afraid of Rahul Gandhi Sir Viswaroop in parliament.,2.0,3.0,3.0,4.0,3.0,Negative
"First time I watched parliament speech,  is this all our politician is where no talk of country future no new planings no discussion about exiting issues, just blaming each other and teaching spirituality.  Shame on all of you.",2.0,2.0,3.0,2.0,4.0,Negative
Shame to people for electing such parliamentarians,3.0,4.0,3.0,2.0,4.0,Negative
Such an immature behavior is unexpected from leader of opposition. Such a shallow debate. There are so many dignified and eminent leaders in congress. I dont know why they are not allowed to come forward.  Really sad.,3.0,4.0,3.0,2.0,4.0,Negative
He lost his mind.,2.0,3.0,1.0,2.0,5.0,Negative
"Total misuse of parliament time, simply taunting does not make any sense",3.0,4.0,3.0,2.0,2.0,Negative
"What is going on we are citizens of india seeing what is like a college  or parliament  no system of way going on , really shame ,all things watching .",3.0,2.0,3.0,2.0,4.0,Negative
Stand up comedy by pappu... shame on those who voted for this Joker....,2.0,3.0,4.0,2.0,4.0,Negative
Rahul wasting time of  Parliament session. He doesn't know about Parliament affairs.,2.0,2.0,2.0,1.0,3.0,Negative
Utter nonsense speech by Rahul Gandhi. Wasting parliament time,2.0,3.0,2.0,2.0,3.0,Negative
"Undesirable submission, beyond the Constititional rules.",2.0,4.0,2.0,3.0,4.0,Negative
Rahul a shameless creature don't talk rubbish,2.0,1.0,4.0,1.0,3.0,Negative
Rahul Gandhi you become a politician today...but not for good but for creating calamity in India,2.0,2.0,3.0,1.0,4.0,Negative
Rahul is a hybrid dog. Congress and alliance will kill hindus. Jago bharat jago hindus,1.0,2.0,4.0,1.0,4.0,Negative
Modi is one of the members of RSS that why I don t like him,3.0,3.0,3.0,2.0,3.0,Negative
No matter what rahul win like or dislike accept or not change your decisions or not rahul will surely win,2.0,5.0,3.0,3.0,1.0,Negative
Its always excuses for Modi but ignorant hate for RaGa,3.0,3.0,4.0,2.0,4.0,Negative
Hindus are too much fool this is why a lot of Hindus are still supporting the Congress,2.0,2.0,3.0,2.0,4.0,Negative
"Pappu is simply bluffing, no hope for you",2.0,4.0,3.0,2.0,3.0,Negative
"We have indian citizens working in Google..and see what these leaders are doing in parliament..when these blame game will end ..we talk about constitution,  does constitution allows these kind of arguments.",3.0,4.0,3.0,3.0,2.0,Negative
R is the dumbest trouble maker and BJP is the most cowardly party that chooses to lose trying to appease the special people while letting it's own people die.,2.0,2.0,4.0,1.0,4.0,Negative
Bjp stop thinking that all hindus are bjp persons ..just stop this idiot thought ..i too a hindu but i hate bjp ..i regularly go to temple and believe in god hate bjp,3.0,4.0,4.0,3.0,2.0,Negative
So stupid he is,1.0,1.0,2.0,1.0,5.0,Negative
Why Hinduism is in supreme court....it's shameful...,3.0,2.0,2.0,2.0,4.0,Negative
Rahul Gandhi clearly said BJP and Modi in his speech...Modi ji unnecessary included all hindus for the blame on him,3.0,2.0,4.0,2.0,3.0,Negative
He don't deserve to be a MP.,3.0,2.0,2.0,2.0,4.0,Negative
He is misguiding crores of youth of India.....he should not speak on our god's. How can a christian analyse our dharma.... Strong opposition.,2.0,3.0,4.0,1.0,4.0,Negative
wtf Rahul is wasting time Such a stupid fellow I don't know how today generation people support Rahul ghandi Be educated we need to grow...,2.0,2.0,2.0,1.0,3.0,Negative
"He is not Hindu, they don't like Hindus. He is Jain.",3.0,5.0,2.0,4.0,2.0,Negative
We are paying tax so that this person get paid and destroy valuable time debating on Religion and showing pictures at parliament.,3.0,2.0,2.0,2.0,3.0,Negative
The speaker should control this unruly opposition.,3.0,4.0,2.0,3.0,2.0,Negative
What a waste of time...Rahulji... please can we discuss and debate something that is important for the country's development.Please let's not bring in religion every where,3.0,4.0,3.0,4.0,2.0,Negative
Coming to Parliament in golf shirt is disgraceful.,3.0,5.0,3.0,2.0,1.0,Negative
Rahul Gandhi is a curse to this country. Congress need ppl like Sachin pilot and Shashi tharoor. He is always talking nonsense . He should discuss about how we can prosperous and where we are stand.,2.0,2.0,2.0,2.0,3.0,Negative
Rahul gandhi thinks he is smart. Putting blissful lies. and remarking vile words wont work...what a disgraceful,2.0,2.0,3.0,1.0,4.0,Negative
religion is  darkness. Grow up intellectually.,4.0,4.0,3.0,2.0,4.0,Negative
What a moron,1.0,2.0,2.0,1.0,5.0,Negative
I can't beat Pappu with my shoe as it will be insult to my shoe,2.0,5.0,2.0,5.0,2.0,Negative
rahul is a liar and is always playing hindu politics... he is a nix of christian and muzalim .... tell him to use all this instead. he talks absolutely nonsense.,2.0,1.0,3.0,1.0,3.0,Negative
"Pappu speaking positively about Hinduism is like Pakistan saying they dont support terrorism. We all know what the truth is.Never trust Congress snakes. No matter how many lies congress says, they will never come to power in this country again, Because all Indian people are not fools.",2.0,3.0,3.0,2.0,4.0,Negative
"He is just faking. He does not know what to do for the progress of our country. In his many interviews he said many things for our country which is disrespectful. If you are a real politician who wants to do something innovative foe country's sake , how can you not respect your own country.",2.0,3.0,2.0,2.0,4.0,Negative
Modi is not a human first. He is monster.,1.0,2.0,2.0,1.0,5.0,Negative
He shouldn't not bring god in politics...this is too much,3.0,4.0,2.0,3.0,2.0,Negative
Who voted this foolish person.,2.0,3.0,3.0,2.0,4.0,Negative
Who point modi they are fool's...,3.0,2.0,2.0,2.0,4.0,Negative
"Shame on congress, these fellows could not find even a single leader for leader of opposition. Pappu has lowered the standards of parliament.",2.0,2.0,3.0,1.0,4.0,Negative
This guy rahul gandhi not a Bharat's citizen  still is allowed to babble like an arrogant kid in yhe highest house of this country  telling blatant lies  a catholic in practice abusing other religion.,2.0,2.0,4.0,1.0,4.0,Negative
"Very bad always why hindu are in always question mark why these guys are not talking about other religion, because they want votes",2.0,2.0,4.0,1.0,3.0,Negative
Are bhai kahana kya chahte ho. Khud British hokar khud se kaise ladega be. And it looked like u forgot your speech at home and talked whatever poped into your head. Grow up.,1.0,2.0,3.0,2.0,4.0,Negative
Rahul gandhi is joker of Indian politics.,2.0,2.0,3.0,1.0,3.0,Negative
Rahul has no idea about Shiva's image. It is his personal concocted idea. The man talks about the constitution while failing to respect it. The man is a LIAR.,1.0,2.0,2.0,1.0,4.0,Negative
Rahul Gandhi has shown his absolute immaturity in understanding the diversity of opinions in India. He actually is NOBODY to talk about Hinduism and should be spanked.,2.0,2.0,4.0,1.0,4.0,Negative
"Abhay mudra je naam me vote mang raha hai sala.
Discussion on fear violence courage and non violence makes no sense in the parliament session.
Rather he should have spoke about poverty unemployment and infrastructure.",2.0,4.0,3.0,3.0,2.0,Negative
Congress should do something better for the development of the country instead of always wasting time on connecting BJP Hindu religion.  When are they,2.0,3.0,3.0,2.0,3.0,Negative
There are so many important things to discuss and this pappu is wasting time.,2.0,4.0,3.0,2.0,3.0,Negative
"can someone talk about Chandrababu naidu's corruption in the house of parliament . he is world's most corrupted politician. Why he is still roaming outside. How come chandra babu earned lakhs of crores  ,  a person came from poverty.",1.0,2.0,3.0,1.0,5.0,Negative
Instead of discussing on the problems the opposition party is trying to discuss this in parliament and not  allowing the ruling party to dicuss wats imp this is wat the agent is,3.0,3.0,3.0,2.0,4.0,Negative
"The inability of the government to talk to the point, take accountability and speak eloquently is staggering.",3.0,4.0,3.0,2.0,3.0,Negative
"Such debates degrading majority or for that matter any faith is absolutely condemnable and should be objected for that it spreads hate.
This is what is called the hate manufacturer.",2.0,5.0,3.0,5.0,3.0,Negative
Panauti struggling without teleprompter,3.0,3.0,2.0,2.0,4.0,Negative
Indira gandy killed sikhs and her grandson talking about sikh religion . What a mockery. He should apologise before the whole sikh community,1.0,2.0,2.0,1.0,5.0,Negative
Rahul is a waste.,1.0,1.0,1.0,1.0,5.0,Negative
Congress and gandy family is anti hindu and anti nation. No vote to congress.,2.0,2.0,3.0,1.0,3.0,Negative
Rahul Gandhi is talking inconsistently for a very long,3.0,2.0,2.0,3.0,4.0,Negative
This is one of the reason why our country is not developed. In the lok sabha assembly our leaders are wasting the entire session in religious debates .,3.0,2.0,3.0,2.0,4.0,Negative
"What stupid thoughts are this  ,pathetic .",3.0,1.0,1.0,1.0,5.0,Negative
"I also speak directly to bhole bada, jai hind jai bhole jai modi",1.0,2.0,3.0,3.0,2.0,Negative
Shame on the hindus with rahul,2.0,2.0,3.0,2.0,4.0,Negative
"Ooooo now hindus are not hindus 
And please someone ask  them of shiv tandav and third eye.",2.0,3.0,3.0,2.0,3.0,Negative
Always doing hindu muslim and shouting this is so wrong parliament should not work like this,2.0,2.0,3.0,1.0,3.0,Negative
The heading of this Video makes absolutely no sense. Rahu Gandhi's speech was the highlight while the heading is about Modi. This just shows how Modi is running the media.,2.0,4.0,3.0,2.0,3.0,Negative
"the most boring part of the parliamentary session where instead of talking about leakage of papers failure to stop derailment and accidents of trains road accidents loss of lives, both the govt and the opposition just divides and does caste discrimination and blame games",1.0,2.0,2.0,2.0,3.0,Negative
He is such an idiot this non sense Rahul Gandhi has no respect for parliament or the constitution.he is not following what the respected speaker is saying .,2.0,2.0,3.0,2.0,4.0,Negative
"Did rahul knows any thing out Hinduism.
Idiot talking nonsense.
Followers are like sheep",2.0,2.0,3.0,1.0,4.0,Negative
They are raising wrong topics,2.0,3.0,2.0,3.0,2.0,Negative
Other community people r made to touch Bhagavad Geeta in justice court. And it's meaningless,2.0,2.0,3.0,2.0,4.0,Negative
"This guy is a mixture of Muslim,hindu and Christian. He is not a pure Indian.shameless of him to bring gods picture to parliament. What happens if someone brings his mother's photo and says here is an Italian who is trying to rule india.he is a waste.",2.0,2.0,2.0,2.0,4.0,Negative
Another five years of illogical talks and religious propoganda.,2.0,3.0,2.0,2.0,4.0,Negative
Albert chaha you are right  there is no religion tells about wrong things  but few politician  used as violence  weapon as a religion  now human need converted to greed  what a foolish idea developed  by human being,3.0,4.0,2.0,3.0,2.0,Negative
"We all voted BJP ,then only they have their stand in parliament, so indirectly Rahul is questioning our decision and saying we all are not real Hindu same on Rahul Gandhi he should be apologise for his statement towards BJP and Rss because it is an  indirect attack on particular community.",2.0,3.0,3.0,2.0,3.0,Negative
Very dirty politics,2.0,2.0,3.0,2.0,3.0,Negative
Congress is from the beginning condemn and criticizes the Hindus and take votes from fool Hindus. It's an age old drama from every congress party and coparties.,2.0,2.0,3.0,1.0,4.0,Negative
it is really shamefull to bring religion in politics,3.0,4.0,3.0,4.0,2.0,Negative
Shame on Rahul ...ur not hindu...,3.0,2.0,2.0,1.0,4.0,Negative
Rahul Gandhi has crossed all limits. He has insulted Mahadev. No Hindu shall tolerate this. Blood boils . He will get it back. He will be thrown out of Bharat. Har Har Mahadev.,2.0,3.0,4.0,1.0,5.0,Negative
"the speaker seems  to be triggered by Rahul Gandhi's speech,  he looks like biased.",3.0,2.0,4.0,2.0,4.0,Negative
Shame on Bjp and RSS.,2.0,3.0,3.0,2.0,3.0,Negative
"We can clearly see modi is portraying Rahul Gandhi's word wrong .He did not say that Hindu are violent,he said that bjp causes violence",3.0,4.0,4.0,3.0,2.0,Negative
I don't know how still some people defend BJP in comments after all this shit happening in the country,2.0,3.0,3.0,2.0,4.0,Negative
This us truth hates iff to rahul gandhi,1.0,2.0,3.0,1.0,4.0,Negative
Inko koi hak nai hai  bhagwan ka photos dikha kar aise insult kar rahe ho. inko kisne permission di to bring these photos and used as refeernce to say his thoughts.,3.0,2.0,3.0,2.0,4.0,Negative
He shows that he has no knowledge of rules ... He is such a foolish person...Rahul Gandhi,2.0,1.0,2.0,1.0,4.0,Negative
After all the doings of peaceful community at the end only hindus are wrong and violent typical khangress for you,2.0,2.0,3.0,1.0,4.0,Negative
"there is every gods and goddesses carry a weapon in a hand and another one is free to give bless, it represents that you should destroy evil when it needs to be destroyed and to do that you need weapons, and other hand is to establish peace, friendship, develop... Rahul Gandhi is stupid",3.0,4.0,3.0,2.0,4.0,Negative
Debate is useless in indian Parliament because it never got any conclusion....Just vote on any bill and if any corrections needed ask in writing only. Because they behave like they are standing in vegitable market.,3.0,2.0,4.0,2.0,4.0,Negative
Then always be in opposition. I pray god Shivji make this permanent place for Rahul being in opposition. Always targets Hindus.,2.0,1.0,4.0,1.0,3.0,Negative
Once a pappu always a pappu. Simply irritating mindless stunts by pappu,1.0,2.0,3.0,2.0,4.0,Negative
Uneducated Modi and birla can't face single highly educated Prince of India Rahul Gandhi.,2.0,2.0,4.0,2.0,3.0,Negative
This guy is complete waste.  His only intension is to make trouble and waste the parliaments precious time to discuss various other matters.  Shame to elect this asshole to the parliament.,2.0,2.0,3.0,1.0,4.0,Negative
This man boils my blood every time opens his mouth,2.0,2.0,4.0,2.0,5.0,Negative
Stop supporting such politicians who want  to gain fame and attention by using religions. It's a huge disrespect of our religions . Whether it is Rahul gandhi sir or honorable pm sir.,3.0,5.0,3.0,3.0,2.0,Negative
"Rahul is continuously insulting Speaker,...
He really does not know what is democracy...
That the image can't be shown in the house according to the constitution...
Pathetic Gandhi..
Yet to become mature...
Long way to go Gandhi",2.0,3.0,2.0,1.0,4.0,Negative
For being Christian and Muslim we get killed by hindus in india,2.0,1.0,3.0,1.0,5.0,Negative
India is fully corruption. Nothing to say. Bcos of democracy see in northeast and state lakhs and lakhs of refugees from Bangladeshi. No MP no MLA speak about refugees.,1.0,2.0,3.0,2.0,4.0,Negative
Narendra Modi means riots violence he is just interested in being in power though poor people getting killed,2.0,2.0,3.0,1.0,4.0,Negative
Rahul Gandhi is too immature.,3.0,2.0,3.0,2.0,4.0,Negative
This Mr RAHUL gandhi wants to bring antinational issue by showing shiva statue... Its wrong propagation by a worst politician,2.0,2.0,3.0,1.0,4.0,Negative
I'm just baffled by the amount of educated idiots in these comments,3.0,3.0,4.0,2.0,2.0,Negative
from bangladesh. Modi is a immature person as a leader,2.0,3.0,3.0,2.0,4.0,Negative
He has gone mad,1.0,1.0,5.0,1.0,5.0,Negative
"The opposition appears to be screaming and disturbing whatever pm is saying. This is not productive, just childish. Not a good way to nurture India's progression",3.0,5.0,2.0,4.0,2.0,Negative
Speaker is biased. even while government is one sided,3.0,4.0,3.0,2.0,3.0,Negative
Rahul gandhi is like my girlfriend he never wants to understand what someone wants to say and make his own on his own,2.0,2.0,2.0,2.0,3.0,Negative
Rahul bhai lok sabha mein rajniti chamkana band kro .it is not expected by educated people like you.,3.0,5.0,2.0,3.0,2.0,Negative
1984 riots crying in corner and rahul is is sadan,2.0,3.0,2.0,3.0,5.0,Negative
Rahul Gandhi.. vinaash kaale vipreet Buddhi.... ... Worst traitor of our country.....,1.0,1.0,1.0,1.0,4.0,Negative
"Rahulji is the true man of truth, honesty, sincere, A nation deserves a great man like Rahul ji as PM. 
But unfortunate the cattle peple cannot understand.",2.0,5.0,4.0,3.0,2.0,Negative
"He is blaming all Indians people's...

The bjp also telling same thing ,we are not hindus...Only Rss is Hindus..why he blaming bjp... congress govt always violence...now he creating violence between religion's...",2.0,3.0,3.0,1.0,4.0,Negative
"Rahul gandhi humiliated bjp, first time modi couldnt say much.",3.0,2.0,4.0,3.0,2.0,Negative
"He must apologize to the nation. 
Merely carriying sanvidhan in hands and talking loktantra etc is eye wash. Just carrying hatred towards Hindus and BJP. Carrying the legacy of divide and rule of his ancestors.",2.0,2.0,3.0,1.0,4.0,Negative
"He is so desperate to be in limelight, that he is speaking anything without having knowledge on the subject. Congress spokespersons will have a tough time to defend this act outside.",2.0,2.0,4.0,3.0,4.0,Negative
"Actually Rahul. Gandi made fun of all religions just for his party symbol..,.......and it his very bad thing for us",2.0,3.0,3.0,2.0,4.0,Negative
Modi is not good man.they create rss .,2.0,2.0,2.0,1.0,3.0,Negative
Shouting is not great....Empty pot makes much sound...,3.0,4.0,2.0,5.0,2.0,Negative
Modi is not Hindu and RSS is not the protector of our nation. Indians are the protector of Democratic India.,3.0,4.0,3.0,4.0,2.0,Negative
He has no respect for the Speaker.,3.0,2.0,2.0,1.0,4.0,Negative
Now sons of christians and parsis will tell us who are hindus and who are not,2.0,3.0,3.0,2.0,3.0,Negative
"RG must first understand hindu mindset, otherwise he will continue aging without getting any responsible public post.",3.0,4.0,3.0,3.0,4.0,Negative
Rahul khan is a biggest Bafoon of India. What he speaks sometimes even  himself has not any idea. I think he need psychiatric treatment to set his damaged mind and ideology,1.0,2.0,4.0,2.0,4.0,Negative
"Being a Pakistani Muslim, I'm so afraid to see the venomous religious debate in Indian Parliament. Oh, Indian people preserve the democracy.",2.0,4.0,3.0,4.0,5.0,Negative
Really we are upset with Rahul sir talking,2.0,3.0,4.0,2.0,4.0,Negative
All Hindu Chacha of Rahul Gandhi corrupted for money,1.0,2.0,3.0,1.0,4.0,Negative
Rahul Gandhi is against Hindu .. do not vote to congress.. Rahul is not Hindu ..desh ko bachawo,2.0,3.0,4.0,2.0,4.0,Negative
Hon'ble Speaker's job is the toughest.  Tougher than our class Teacher.,3.0,5.0,3.0,4.0,2.0,Negative
"L comment section, Rahul Gandhi disrespected Shiva, idk if that clown gandhi gets money to say rubbish. Also, idc  who wins the Election, until its Congress L party",2.0,2.0,4.0,2.0,3.0,Negative
"By calling Hindus violent, Rahul has declared them as hate mongers. Rahul, now you are in trouble. Hindus are the soul of India. Rahul Gandhi must be punished for this crime.",2.0,4.0,4.0,2.0,3.0,Negative
"Rajiv has nothing to do but divide Hindus . His foreign blood is speaking "" divide and rule'' tactics. Unnecessary disturbance in the parliament. A headache for the future and the country. He shouldn't be allowed in the parliament if this behaviour continues.",2.0,3.0,3.0,2.0,4.0,Negative
Why shiv shankar photo not allowing,2.0,3.0,2.0,2.0,4.0,Negative
Hinduism is the oldest religion in the world...but puppets modi and his idiots party are ruining the honours of it its obvious he doesn't know he never learn he never except respect and follow the teaching of his forefathers...he should be ashamed for his ignorance,2.0,3.0,1.0,2.0,4.0,Negative
"RAHUL ROCKED, BJP CANNOT SPEAK TRUTH LIKE RAHUL. BECAUSE THEY ARE FAKE AND WILL SEPARATE EVERY INDIAN IN NAME OF RELIGION.....",3.0,2.0,4.0,2.0,4.0,Negative
Worst opposition leader ever,2.0,2.0,3.0,1.0,4.0,Negative
"Now I am blocked this your tube channel, because this channel printing anti Indian person,. This Gandhi given speech against our country in other countries USA Germany uk etc . Hence now I am blocking this YouTube channel for showing this anti national person video",2.0,4.0,3.0,2.0,3.0,Negative
"Now I am blocked this your tube channel, because this channel printing anti Indian person,. This Gandhi given speech against our country in other countries USA Germany uk etc . Hence now I am blocking this YouTube channel for showing this anti national person video",2.0,5.0,2.0,1.0,3.0,Negative
"can you see fear in Rahul Gandhi, not even a single statement he has delivered with eye contact with modiji or BJP, every statement was delivered him turning back",2.0,3.0,2.0,3.0,4.0,Negative
"Rahul Gandhi is an idiot and he is showing that the he is against Hindus, he proved again",2.0,2.0,3.0,1.0,4.0,Negative
Show picture of allah.... Anyone have   guts... and Who's laughing at god  They are real Hindu...  Shame on,2.0,2.0,3.0,2.0,4.0,Negative
Lundbakhts are crying in the comment section,2.0,2.0,4.0,3.0,5.0,Negative
Pappu is a loser. Jai Hind. Not Pak.,2.0,2.0,4.0,1.0,3.0,Negative
It is not an image. It is our idol. Don't disrespectful to Shiva.,2.0,5.0,3.0,4.0,2.0,Negative
Both party members lost their brains just to capture the countries seat,2.0,2.0,3.0,2.0,3.0,Negative
This Pappu has lost his brain,1.0,1.0,3.0,1.0,4.0,Negative
The way of talking of this guy is very immature. Shame on the LOP.,3.0,2.0,3.0,2.0,4.0,Negative
"Ayoo abbay mudhra is basic and it's there from ages in photos, but later party copied it. Now, it's weird to say something in reverse direction. Accept the truth that you copied ...",3.0,4.0,3.0,2.0,3.0,Negative
RaGa is losing his personal standards day by day. I wonder where he reaches by the next general election.,2.0,3.0,3.0,2.0,4.0,Negative
Feel sorry for having such an idiot holding a position as MP. This wont let india progress towards good.,2.0,3.0,3.0,2.0,4.0,Negative
Just feels like they are wasting time in parliament,3.0,2.0,3.0,3.0,4.0,Negative
"Not interested in Rahul Gandhi's speech, talking rubbish",2.0,3.0,3.0,2.0,3.0,Negative
I find this talk by RG insipid. This is not what opposition does. Speak sense please.,3.0,5.0,2.0,3.0,2.0,Negative
"Rahul didn't read constitution, In constitution, there is freedom of speech. But there's also mentioned that you can't hurt anybody's belief, anybody's religion... 
Too much democracy is not good for a country...",3.0,4.0,3.0,3.0,2.0,Negative
Using Shiva's portrait to prove political debate is disgraceful for the community. Dirty Politics should not be mixed with pious idea like God.,2.0,4.0,2.0,3.0,2.0,Negative
Talk useful things in parliament Rahul is wasting time,3.0,4.0,3.0,2.0,2.0,Negative
Modi is not worthy of being pm...,3.0,3.0,4.0,2.0,4.0,Negative
"Avulea Rahul ,why you're taking name of Hindu, you're belongs to peace people lover right,you don't like  coming to Inagural ceremony of Rama mandir ,u don't like holding idol of Shivaji Maharaj.. you're saying what Hindu Dharma says. Why you're outraging Hindu people..",2.0,4.0,2.0,3.0,4.0,Negative
"RG ka Baat toh sahi hei. Samajdar walo k liye samajhna asan hei. His speech clearly pointed towards BJP n Modi.  

While Modi ne apne kiye huwe karm k bojh pura Hinduo k upar chara diya. Very dirty politics And a clear sign of Anpadh as he couldn't understood or diverted RG's speech.",2.0,3.0,4.0,2.0,4.0,Negative
Speaker never should take onesie stand he should be neutral. Atleast this time he should be. Follow the conscious,3.0,4.0,2.0,3.0,2.0,Negative
Joker wasting tax payers time.,3.0,2.0,3.0,2.0,4.0,Negative
"This is not opposition this is a blaspheme opposition which does not talk good. They will not talk about implementing good initiatives, like any type of investment, creating things in India, helping poor, donating to poor, on army , against Pakistan.",2.0,3.0,3.0,2.0,4.0,Negative
Pre primary students are more disciplined then them. Shame on all those who made this chaos. A fish market is a more peaceful place...,2.0,5.0,2.0,3.0,4.0,Negative
Rahul Gandhi is still so untrustworthy. Won't be surprised if he steers this country towards attaining the status of an Islamic nation. He's just shooting shit with confidence.,2.0,2.0,3.0,1.0,4.0,Negative
"Confused person, wasting time in nonsense things",2.0,3.0,2.0,3.0,4.0,Negative
He is the mc of india n fools hindus are tolerating him .. hate to Congress from nepal,2.0,3.0,4.0,2.0,3.0,Negative
What crap is this pappu talking.. such nonsensical talk in parliament..,2.0,2.0,3.0,2.0,4.0,Negative
Modiji is no english bcz he cant speak well,3.0,2.0,2.0,2.0,3.0,Negative
Shameless BJP.,2.0,3.0,4.0,2.0,4.0,Negative
"Rahul gandhi trying his best to proof he is hindu, stupid of the deacade.",2.0,2.0,2.0,1.0,4.0,Negative
Rahul is not hindu.....Congress is anti hindu for sure. This theatrics will not work,2.0,2.0,3.0,1.0,4.0,Negative
This stupid political people just dividing people for their majority...shame on you people..,3.0,2.0,2.0,2.0,4.0,Negative
Everyone has moved away from the True meaning of their religion. Things are happening in the name of religion for selfish gains but not living the true meaning to be the better person. Morals are gone from the life. We must live our values.,3.0,5.0,3.0,4.0,3.0,Negative
This fake Gandhi family is a curse of  India.,1.0,1.0,3.0,1.0,5.0,Negative
Microphones of the others should be put off when one is speaking.,3.0,5.0,2.0,4.0,2.0,Negative
Rahul Gandhi is a shame on India's land.,1.0,1.0,2.0,1.0,5.0,Negative
"Modi will get life imprisonment for trying to end the constitution and democracy in India. 

Even if he hides in Kailash he will be caught.",2.0,5.0,4.0,2.0,4.0,Negative
"What Modi did in 10 yrs  .. Rahul in whole lifetime can never never do the same like Modi . Stop crying bby , Modi is Hindu 3.0 , Hinduism has been rise and spread in the whole world because of Modi .",1.0,4.0,5.0,1.0,2.0,Negative
I agree the last part was dumb to say the Hinduism or Sanatan Dharma which is the oldest of all CAN NOT BE BJP  insulting bjp and opposing it is not hinduphobic,3.0,4.0,2.0,4.0,2.0,Negative
Rahul Gandhi is a Shame to our Country,2.0,2.0,3.0,1.0,4.0,Negative
"I believe that we going to hell,just because of religion,they are about to start the war ,so sorry",2.0,3.0,2.0,2.0,4.0,Negative
When your opposition can't win....they just insult and humiliate....that is what Rahul Gandhi is doing,2.0,2.0,4.0,2.0,4.0,Negative
He is Now Begins Big Pappu. Why he hating Hindus,2.0,2.0,4.0,1.0,4.0,Negative
India is secular country  target to a religion is not good,3.0,4.0,2.0,4.0,2.0,Negative
Why is he wasting so much time of the parliament. These politicians instead of discussing issues they talk about religions.,3.0,2.0,3.0,2.0,2.0,Negative
"He wants to create coax, just confusion,",3.0,2.0,2.0,2.0,4.0,Negative
totally biased begot speaker,2.0,2.0,3.0,2.0,4.0,Negative
Very dirty politics now,3.0,2.0,3.0,2.0,4.0,Negative
To say Hindus are violent is a shock I never seen or heard such a thing,2.0,5.0,3.0,5.0,1.0,Negative
want to save our motherland india uneducated persons  must not selected,2.0,4.0,2.0,3.0,3.0,Negative
The classic idiot example. No one can match Rahul Gandhi and CONgress in the foolishness they exhibit every day of their lives,2.0,2.0,2.0,1.0,4.0,Negative
Modi Sha and Om Become clueless and disgusted,3.0,2.0,3.0,2.0,4.0,Negative
"Unfortunate for India and us, this 'dhi' family is still dominating",2.0,2.0,3.0,2.0,3.0,Negative
"Rahul what said about Hindus is totally wrong, I don't know why everybody is representing rahul like hero. It is a shame ....",2.0,3.0,2.0,3.0,4.0,Negative
Rahul has no right talk about significant of the Hindu idols ...fully misinterpreted...talk rubbish....no constructive point,2.0,2.0,3.0,2.0,4.0,Negative
"Rahul gandhi is a bafoon
Rahul gandhi is a zoker
Rahul gandhi is anty hindu
He is waste fellow",1.0,1.0,1.0,1.0,5.0,Negative
